Smelter,Company,Latitude,Longitude,Capacity_tpa,Coal_MW,Diesel_MW,PLN_MW,Gas_MW,Hydro_MW,GHG_Intensity,Tahun,Mining_RpMiliar,Processing_RpMiliar,Electricity_RpMiliar,Construction_RpMiliar,Work_Absence,Child_Asthma,Low_Birth_Weight,Agri_Loss_RpMiliar
Titan Mineral Utama,Titan Mineral Utama,-5.56626059272201,120.048542928533,1094000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-0.001598301688913112,-0.0020141863120486667,-0.0006768318376519811,-0.005276026493503997,4234.79002538028,1.2639630703139406,1.826630501614985,-0.9574316392616758
Tsingshan Steel Indonesia,Tsingshan Steel Indonesia,-2.83150301383204,122.168885300445,1800000.0,130.0,0.0,0.0,0.0,0.0,60.0,1,0.1720464832675518,0.738751952036411,2.890589068582595,2.3289437904980756,568.4729467206587,0.17046741667102028,0.34990680264051527,-0.019630668825062755
Tsingshan Steel Indonesia,Tsingshan Steel Indonesia,-2.83150301383204,122.168885300445,1800000.0,130.0,0.0,0.0,0.0,0.0,66.0,9,0.11663560088017175,0.10084493491485619,-0.010228045000261215,-0.06728976973856063,5684.729467206586,1.7046741667102026,3.4990680264051526,-4.006163731154945
Vale Indonesia (Sorowako RKEF),PT Vale Indonesia,-2.57149,121.37843,12970000.0,0.0,0.0,0.0,0.0,365.0,28.7,1,0.35134677232405004,0.26777005742941457,0.13678297305918147,0.06120458455529476,6019.760685447687,1.7967254935739938,2.5965581326488687,-45.673921224388714
Vale Indonesia (Sorowako RKEF),PT Vale Indonesia,-2.57149,121.37843,12970000.0,0.0,0.0,0.0,0.0,365.0,31.57,9,-0.022719883660677603,-0.028631690123404937,-0.00962117522365429,-0.07499879963499188,60197.60685447687,17.967254935739938,25.965581326488685,-13.609905819388556
Virtue Dragon Nickel Industry (VDNI),Virtue Dragon Nickel Industry,-3.9072272057542,122.417022046513,10000000.0,530.0,0.0,0.0,0.0,0.0,60.0,1,0.4221376689243663,0.3217215490647595,0.16434260947896806,0.07353635407194505,7232.648606470453,2.15873766688475,3.119724112143123,-54.876504226188985
Virtue Dragon Nickel Industry (VDNI),Virtue Dragon Nickel Industry,-3.9072272057542,122.417022046513,10000000.0,530.0,0.0,0.0,0.0,0.0,66.0,9,-0.027297585981252325,-0.03440052927229247,-0.01155969202267318,-0.09010988841770538,72326.48606470453,21.5873766688475,31.197241121431226,-16.352089643157324
Walsin Nickel Industrial Indonesia,PT Walsin Nickel Industrial Indonesia,-2.8577087407882,122.159837893722,1260000.0,350.0,0.0,0.0,0.0,0.0,60.0,1,0.12030644216080026,0.5165849211264234,2.021293780526003,1.6285537263298149,397.5144181138124,0.11920225287104741,0.2446783085247815,-0.013727080488518513
Walsin Nickel Industrial Indonesia,PT Walsin Nickel Industrial Indonesia,-2.8577087407882,122.159837893722,1260000.0,350.0,0.0,0.0,0.0,0.0,66.0,9,0.08155943617492717,0.07051754327739858,-0.007152135172262843,-0.047053520870150294,3975.1441811381237,1.192022528710474,2.446783085247815,-2.8013784185252675
Wanatiara Persada,Mining Metallurgy Ltd.,-1.4590046405692,127.438374798906,2200000.0,150.0,0.0,0.0,0.0,0.0,60.0,1,10.38952292393961,0.06726787260563037,0.0385496654547651,0.002794203939003108,500.3643086993732,0.0465700656500518,0.09055290543065628,-0.40127873235127964
Wanatiara Persada,Mining Metallurgy Ltd.,-1.4590046405692,127.438374798906,2200000.0,150.0,0.0,0.0,0.0,0.0,66.0,9,-0.0002587225869447322,-0.018369303673075987,-0.0006468064673618305,-0.0001293612934723661,5003.643086993732,0.46570065650051795,0.9055290543065627,-0.3516039956578911
Wanxiang Nickel Indonesia,Wanxiang Nickel Indonesia,-2.7385893251359,122.028568769438,3500000.0,150.0,0.0,0.0,0.0,0.0,60.0,1,0.33686949908924785,1.4464869918131347,5.659815144794216,4.56010557851413,1113.0782400810301,0.3337776638869269,0.6851225732415869,-0.03843713308339979
Wanxiang Nickel Indonesia,Wanxiang Nickel Indonesia,-2.7385893251359,122.028568769438,3500000.0,150.0,0.0,0.0,0.0,0.0,66.0,9,0.22837419108052892,0.19745583905731884,-0.02002665983321561,-0.13175434100799746,11130.782400810302,3.337776638869269,6.851225732415868,-7.844126446252136
Weda Bay Nickel,Strand Minerals Indonesia,0.48075,127.99338,2700000.0,250.0,0.0,0.0,0.0,0.0,60.0,1,16.975847232667398,0.10991160396676854,0.06298780381172504,0.0045655589340042315,817.5647839986577,0.07609264890007053,0.1479579284168038,-0.6556649913556076
Weda Bay Nickel,Strand Minerals Indonesia,0.48075,127.99338,2700000.0,250.0,0.0,0.0,0.0,0.0,66.0,9,-0.0004227369383337251,-0.03001432262169448,-0.001056842345834313,-0.00021136846916686256,8175.647839986577,0.7609264890007053,1.479579284168038,-0.5744994991955324
Yashi Indonesia Investment,PT Fajar Bakti Lintas Nusantra,0.48073,127.99653,1800000.0,250.0,0.0,0.0,0.0,0.0,60.0,1,11.311384747747287,0.07323654741176618,0.041970175247512155,0.0030421335078733643,544.7616075515675,0.05070222513122274,0.09858765997737756,-0.43688417321403594
Yashi Indonesia Investment,PT Fajar Bakti Lintas Nusantra,0.48073,127.99653,1800000.0,250.0,0.0,0.0,0.0,0.0,66.0,9,-0.000281679028506793,-0.0199992110239823,-0.0007041975712669826,-0.0001408395142533965,5447.616075515675,0.5070222513122273,0.9858765997737755,-0.3828017997407317
Youshan Nickel Industry,Youshan Nickel Industry,0.48068,127.99945,1050000.0,250.0,0.0,0.0,0.0,0.0,60.0,1,6.595171072174526,0.042701010502910496,0.024470963711283322,0.0017737342824285897,317.6265395862263,0.029562238040476498,0.05748212952314874,-0.2547279511154391
Youshan Nickel Industry,Youshan Nickel Industry,0.48068,127.99945,1050000.0,250.0,0.0,0.0,0.0,0.0,66.0,9,-0.00016423465578042497,-0.011660660560410173,-0.00041058663945106247,-8.211732789021249e-05,3176.2653958622627,0.29562238040476496,0.5748212952314874,-0.22319489720559754
Huafei Nickel Cobalt,Huafei Nickel Cobalt,0.471071383571861,127.943123210915,300000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,1.9050448491592047,0.012334379081639396,0.007068548012170269,0.0005123511310834826,91.7478556011883,0.008539185518058044,0.01660397184066842,-0.07357931521393347
Huafei Nickel Cobalt,Huafei Nickel Cobalt,0.471071383571861,127.943123210915,300000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-4.743991954476691e-05,-0.0033682342876784504,-0.00011859979886191727,-2.3719959772383454e-05,917.478556011883,0.08539185518058043,0.1660397184066842,-0.06447085066133823
Huashan Nickel Cobalt,PT Huashan Nickel Cobalt,0.481106064991268,127.947138326664,10400000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,65.85535022568793,0.42638621059040427,0.2443520976075778,0.017711427209139867,3171.6246290678077,0.2951904534856645,0.5739814373332365,-2.5435577408681422
Huashan Nickel Cobalt,PT Huashan Nickel Cobalt,0.481106064991268,127.947138326664,10400000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-0.001639946963809247,-0.11643623443045653,-0.004099867409523118,-0.0008199734819046235,31716.246290678075,2.9519045348566446,5.739814373332365,-2.2286879238167665
Vale Indonesia Huayou (Sorowako HPAL),Vale Indonesia,-2.56850483849486,121.374867432,300000.0,0.0,0.0,0.0,0.0,0.0,28.7,1,0.00810742697293613,0.006178870441267721,0.0031563061128553724,0.0014123132437183362,138.90769460892054,0.04145995317733753,0.05991631943047487,-1.0539387581248083
Vale Indonesia Huayou (Sorowako HPAL),Vale Indonesia,-2.56850483849486,121.374867432,300000.0,0.0,0.0,0.0,0.0,0.0,31.57,9,-0.0005242677950166551,-0.0006606844151485398,-0.00022201136217542028,-0.0017306186906927339,1389.0769460892052,0.4145995317733752,0.5991631943047486,-0.31405245822910954
Antam HKBCL HPAL,ANTAM,0.843094760616897,128.249473362336,300000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,1.602311675528954,0.010374306736995494,0.0059452757838935714,0.00043093274138288973,77.16808362774826,0.007182212356381496,0.013965412915186243,-0.06188672980415389
Antam HKBCL HPAL,ANTAM,0.843094760616897,128.249473362336,300000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-3.9901179757674975e-05,-0.002832983762794923,-9.975294939418744e-05,-1.9950589878837488e-05,771.6808362774825,0.07182212356381495,0.13965412915186243,-0.05422570329068029
Sambas Minerals Mining,Sambas Minerals Mining,-4.45935420048957,122.359915890572,2970000.0,0.0,3.0,0.0,0.0,0.0,60.0,1,0.13122602174381578,0.10001059393870487,0.051087662704619806,0.02285956432884683,2248.3463883156123,0.6710667558657687,0.9697996987995625,-17.058949880401943
Sambas Minerals Mining,Sambas Minerals Mining,-4.45935420048957,122.359915890572,2970000.0,0.0,3.0,0.0,0.0,0.0,66.0,9,-0.008485747364496171,-0.010693773464441603,-0.0035934542410876644,-0.028011625228719503,22483.463883156124,6.710667558657686,9.697996987995625,-5.0832224391096705
Asia Mining Minerals,Asia Mining Minerals,-4.28249428949051,121.579914856684,2000000.0,24.0,1.5,0.0,0.0,0.0,60.0,1,0.09987724233946592,0.0761189144850433,0.038883255018333805,0.017398609025152757,1711.235577401355,0.5107546210035373,0.7381228071276926,-12.983711985020243
Asia Mining Minerals,Asia Mining Minerals,-4.28249428949051,121.579914856684,2000000.0,24.0,1.5,0.0,0.0,0.0,66.0,9,-0.006458574562367311,-0.00813912202502411,-0.0027350086156963612,-0.02131988643801862,17112.355774013547,5.107546210035373,7.381228071276926,-3.8688838743242138
Surya Saga Utama,Surya Saga Utama,-5.12133354679023,121.883441022571,3500000.0,30.0,10.0,0.0,0.0,0.0,60.0,1,0.15053923469322233,0.11472967078236344,0.05860649849488695,0.026223924750254504,2579.247165497901,0.769831124297244,1.112530140919888,-19.56960384487742
Surya Saga Utama,Surya Saga Utama,-5.12133354679023,121.883441022571,3500000.0,30.0,10.0,0.0,0.0,0.0,66.0,9,-0.00973463873304902,-0.012267631464607692,-0.004122321504301371,-0.032134241123891405,25792.471654979006,7.698311242972439,11.12530140919888,-5.831346600241251
Integra Mining Nusantara,Integra Mining Nusantara,-4.43789965420115,122.485019596937,923760.0,0.0,4.0,0.0,0.0,0.0,60.0,1,0.03920109382750037,0.02987612231657072,0.015261395815391102,0.006828827958073308,671.6475631422204,0.2004674874055611,0.28970785276674643,-5.096012863712206
Integra Mining Nusantara,Integra Mining Nusantara,-4.43789965420115,122.485019596937,923760.0,0.0,4.0,0.0,0.0,0.0,66.0,9,-0.0025349437117090307,-0.003194546412204748,-0.0010734710615910692,-0.008367900925896649,6716.475631422204,2.004674874055611,2.897078527667464,-1.5185088836314147
Genba Multi Mineral,Genba Multi Mineral,-2.14061,121.54069,4124000.0,700.0,0.0,0.0,0.0,0.0,60.0,1,0.3554853327114131,1.5264216883321733,5.9725836719317416,4.812102767273081,1174.588348244047,0.35222263879416194,0.7229833112090692,-0.04056121756219086
Genba Multi Mineral,Genba Multi Mineral,-2.14061,121.54069,4124000.0,700.0,0.0,0.0,0.0,0.0,66.0,9,0.24099443706968973,0.2083674978971779,-0.021133358327649714,-0.13903525215559023,11745.88348244047,3.522226387941619,7.229833112090692,-8.27760277233522
Angkasa Jaya Mulia,PT Batulicin Enam Sembilan,-6.80679180785876,111.981989012801,1400000.0,0.0,3.0,0.0,0.0,0.0,60.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angkasa Jaya Mulia,PT Batulicin Enam Sembilan,-6.80679180785876,111.981989012801,1400000.0,0.0,3.0,0.0,0.0,0.0,66.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teka Mining Resources,Teka Mining Resources,0.45996536934158,127.92242429557,3000000.0,0.0,14.0,0.0,0.0,0.0,60.0,1,19.152480132788142,0.12400440357907505,0.07106406205108531,0.005150952148669271,922.3924478225368,0.08584920247782118,0.16692900481798567,-0.7397339613505592
Teka Mining Resources,Teka Mining Resources,0.45996536934158,127.92242429557,3000000.0,0.0,14.0,0.0,0.0,0.0,66.0,9,-0.00047694001376567325,-0.0338627409773628,-0.0011923500344141833,-0.00023847000688283663,9223.924478225368,0.8584920247782118,1.6692900481798565,-0.6481614787075499
First Pacific Mining,First Pacific Mining,-2.629209261240042,122.32511978235469,620000.0,41.0,0.0,0.0,0.0,0.0,60.0,1,0.004674857087446395,3.026777007087339e-05,1.7345760540615905e-05,1.2572766029439715e-06,0.22514331523718353,2.0954610049066194e-05,4.0745075095406487e-05,-0.00018055888992278703
First Pacific Mining,First Pacific Mining,-2.629209261240042,122.32511978235469,620000.0,41.0,0.0,0.0,0.0,0.0,66.0,9,-1.1641450027258996e-07,-8.265429519353888e-06,-2.910362506814749e-07,-5.820725013629498e-08,2.251433152371835,0.00020954610049066192,0.00040745075095406484,-0.00015820730587044976
Kinlin Nickel Industri,Kinlin Nickel Industri,-4.45663313945751,122.352577613714,123675.0,2.0,2.0,0.0,0.0,0.0,60.0,1,0.005477608575893418,0.004174620854606992,0.00213249030668236,0.0009541990524815984,93.84999479950308,0.028011525214895406,0.04048117192346175,-0.7120710429143927
Kinlin Nickel Industri,Kinlin Nickel Industri,-4.45663313945751,122.352577613714,123675.0,2.0,2.0,0.0,0.0,0.0,66.0,9,-0.0003542102543302903,-0.0004463772082631719,-0.000149997199537827,-0.0011692552783249888,938.4999479950308,0.28011525214895405,0.40481171923461745,-0.2121827855148948
Mahkota Konaweeha,Mahkota Konaweeha,-4.00619632489727,122.636653236766,1343628.0,0.0,3.0,0.0,0.0,0.0,60.0,1,0.05297746646631478,0.04037543633691426,0.020624681765176983,0.009228671162723261,907.6835052135046,0.27091742996630785,0.39151938266098685,-6.886895855182233
Mahkota Konaweeha,Mahkota Konaweeha,-4.00619632489727,122.636653236766,1343628.0,0.0,3.0,0.0,0.0,0.0,66.0,9,-0.0034257945982836347,-0.004317200335592131,-0.0014507191411099066,-0.011308617883109752,9076.835052135046,2.7091742996630783,3.915193826609868,-2.05215583563511
Ocean Sky Metal Industry,Ocean Sky Metal Industry,-2.86157384070335,122.158853566739,300000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,0.028638711830657193,0.12297202399542728,0.48116500717569544,0.38767401006476815,94.62752504705207,0.028375861742933186,0.058245189893389164,-0.003267704499659885
Ocean Sky Metal Industry,Ocean Sky Metal Industry,-2.86157384070335,122.158853566739,300000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,0.019415063297796388,0.01678656242055626,-0.0017025517045759907,-0.011200998056420993,946.2752504705207,0.28375861742933184,0.5824518989338916,-0.6668626202870802
Zhao Hui Nickel,PT Merdeka Industri Mineral,-2.85963986226067,122.155000831011,300000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,0.028647815753308322,0.12301111541131661,0.4813179640905755,0.38779724724884096,94.65760606723867,0.02838488210851367,0.05826370538063333,-0.0032687432659698904
Zhao Hui Nickel,PT Merdeka Industri Mineral,-2.85963986226067,122.155000831011,300000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,0.019421235126877774,0.016791898678931244,-0.0017030929265108201,-0.01120455872704487,946.5760606723867,0.2838488210851367,0.5826370538063332,-0.6670746083733433
Sunny Metal Industry,Sunny Metal Industry,0.487106858706739,127.981324757247,300000.0,380.0,0.0,0.0,0.0,0.0,60.0,1,1.8871860349428602,0.012218750630902301,0.007002284015401703,0.0005075481031297878,90.88776671212474,0.008459135052163131,0.016448318156983867,-0.07288954703280565
Sunny Metal Industry,Sunny Metal Industry,0.487106858706739,127.981324757247,300000.0,380.0,0.0,0.0,0.0,0.0,66.0,9,-4.699519473423962e-05,-0.0033366588261310127,-0.00011748798683559905,-2.349759736711981e-05,908.8776671212473,0.0845913505216313,0.16448318156983865,-0.06386646964383164
Obi Nickel Cobalt,Lygend New Power Ltd /Harita Nickel.,-1.53389444850468,127.41908725139,300000.0,1520.0,0.0,0.0,0.0,0.0,60.0,1,1.3563704355452268,0.008781938721561845,0.005032726421202749,0.0003647882238187228,65.32343787971607,0.006079803730312047,0.011821840586717869,-0.05238764214285546
Obi Nickel Cobalt,Lygend New Power Ltd /Harita Nickel.,-1.53389444850468,127.41908725139,300000.0,1520.0,0.0,0.0,0.0,0.0,66.0,9,-3.377668739062248e-05,-0.002398144804734196,-8.44417184765562e-05,-1.688834369531124e-05,653.2343787971606,0.060798037303120465,0.11821840586717867,-0.045902518163855946
Perkasa Metal Industry,Eternal Tsingshan Group,0.488145455865328,127.970546796433,1800000.0,206.0,0.0,0.0,0.0,0.0,60.0,1,11.339716516638898,0.07341998392126188,0.042075298477953924,0.0030497531782678012,546.1260788617003,0.050829219637796685,0.09883459374016024,-0.43797844254568147
Perkasa Metal Industry,Eternal Tsingshan Group,0.488145455865328,127.970546796433,1800000.0,206.0,0.0,0.0,0.0,0.0,66.0,9,-0.00028238455354331497,-0.02004930330157536,-0.0007059613838582873,-0.00014119227677165749,5461.260788617003,0.5082921963779669,0.9883459374016023,-0.383760608265365
Halmahera Jaya Feronikel,Harita Nickel,-1.56014879697201,127.427420671122,8700000.0,1074.0,0.0,0.0,0.0,0.0,60.0,1,38.754503016445625,0.25091941091903935,0.14379612394975716,0.010422806299713941,1866.4350858815528,0.17371343832856567,0.3377761300833222,-1.4968307935978076
Halmahera Jaya Feronikel,Harita Nickel,-1.56014879697201,127.427420671122,8700000.0,1074.0,0.0,0.0,0.0,0.0,66.0,9,-0.0009650746573809204,-0.06852030067404535,-0.0024126866434523012,-0.0004825373286904602,18664.350858815527,1.7371343832856567,3.3777613008332215,-1.3115364593806709
Alchemist Metal Industry,Gunbuster Nickel Industry,-2.629209261240042,122.32511978235469,3031621.0,2202.0,0.0,0.0,0.0,0.0,60.0,1,0.022858701481131175,0.00014800065704843751,8.48157611546815e-05,6.147719600473559e-06,1.1008858104559123,0.00010246199334122599,0.00019923165371905053,-0.0008828808426235638
Alchemist Metal Industry,Gunbuster Nickel Industry,-2.629209261240042,122.32511978235469,3031621.0,2202.0,0.0,0.0,0.0,0.0,66.0,9,-5.692332963401444e-07,-4.0415564040150244e-05,-1.423083240850361e-06,-2.846166481700722e-07,11.008858104559122,0.0010246199334122599,0.0019923165371905052,-0.0007735880497262561
Karunia Permai Sentosa,PT Karunia Permai Sentosa,-1.56863134432775,127.428752314741,300000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,1.3297648063148235,0.008609678253899798,0.004934007922427192,0.0003576327890081454,64.04209826721973,0.005960546483469091,0.011589951495634342,-0.051360042199225325
Karunia Permai Sentosa,PT Karunia Permai Sentosa,-1.56863134432775,127.428752314741,300000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-3.311414713038383e-05,-0.002351104446257252,-8.278536782595959e-05,-1.6557073565191916e-05,640.4209826721973,0.059605464834690904,0.11589951495634342,-0.04500212595019163
PT Metal Smelt Indo Selaras,PT Metal Smelt Indo Selaras,-3.04298747012378,122.264709376272,300000.0,130.0,0.0,0.0,0.0,0.0,60.0,1,0.02790358776620808,0.11981546812002365,0.4688140335063058,0.3777228469103198,92.19854111674543,0.027647484749580387,0.05675010027545449,-0.003183826138530626
PT Metal Smelt Indo Selaras,PT Metal Smelt Indo Selaras,-3.04298747012378,122.264709376272,300000.0,130.0,0.0,0.0,0.0,0.0,66.0,9,0.018916700091818162,0.01635566992554124,-0.0016588490849748232,-0.010913480822202785,921.9854111674542,0.27647484749580387,0.5675010027545448,-0.649744994230665
Ceria Nugraha Indotama (HPAL),Ceria Nugraha Indotama,-3.86572286265205,121.309797637587,300000.0,0.0,0.0,352.0,0.0,0.0,60.0,1,0.014182913836359117,0.010809149113160528,0.0055215566898395765,0.002470662654436692,243.0013702771746,0.07252892262077411,0.1048159914003445,-1.8437320058733813
Ceria Nugraha Indotama (HPAL),Ceria Nugraha Indotama,-3.86572286265205,121.309797637587,300000.0,0.0,0.0,352.0,0.0,0.0,66.0,9,-0.0009171399247530145,-0.0011557834766020131,-0.00038838068242091943,-0.0030274976087510223,2430.013702771746,0.7252892262077411,1.048159914003445,-0.5493948906390379
PT Huaneng Metal Industry,PT Merdeka Battery Materials,-2.83568870469587,122.163299666395,300000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,0.02867654870643072,0.12313449209884782,0.48180071246546985,0.38818619697618306,94.75254498269487,0.02841335134658864,0.058322142237734576,-0.0032720217234913653
PT Huaneng Metal Industry,PT Merdeka Battery Materials,-2.83568870469587,122.163299666395,300000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,0.01944071407924486,0.016808740480824015,-0.001704801080795318,-0.011215796584179726,947.5254498269487,0.2841335134658864,0.5832214223773458,-0.667743665435724
PT ESG New Energy Material,PT Merdeka Battery Materials,-2.85718814631921,122.172082174176,300000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,0.02862652743106667,0.12291970529172039,0.48096029452133193,0.38750907334982726,94.58726556945221,0.028363789173459893,0.058220409356049246,-0.003266314247975276
PT ESG New Energy Material,PT Merdeka Battery Materials,-2.85718814631921,122.172082174176,300000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,0.01940680311868308,0.01677942054261522,-0.001701827350407593,-0.011196232568471009,945.8726556945221,0.2836378917345989,0.5822040935604924,-0.66657890219649
Oracle Nickel,Nickel Industries,-2.86090888374523,122.155868800702,300000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,0.028644240354582767,0.12299576297436095,0.4812578930663057,0.38774884810401516,94.64579229801413,0.02838133952529582,0.058256433762449315,-0.0032683353095445925
Oracle Nickel,Nickel Industries,-2.86090888374523,122.155868800702,300000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,0.019418811254149772,0.016789802961280263,-0.001702880371517749,-0.011203160338932561,946.4579229801412,0.2838133952529582,0.5825643376244931,-0.6669913539386889
PT Andalan Metal Industry,PT Andalan Metal Industry,0.484250049328921,127.986313601741,1800000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,11.321362294063167,0.07330114790588002,0.04200719629990816,0.0030448169130134774,545.2421308731301,0.05074694855022463,0.09867462218099232,-0.43726954000776885
PT Andalan Metal Industry,PT Andalan Metal Industry,0.484250049328921,127.986313601741,1800000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-0.00028192749194569237,-0.020016851928144157,-0.000704818729864231,-0.00014096374597284618,5452.421308731301,0.5074694855022462,0.9867462218099232,-0.3831394615541959
PT Langit Metal Industry,PT Langit Metal Industry,0.485177317918801,127.984867275989,3600000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,22.64326376419871,0.14660578675428107,0.08401639317841492,0.006089778834408598,1090.510228719402,0.10149631390680998,0.19735394370768608,-0.874559904830346
PT Langit Metal Industry,PT Langit Metal Industry,0.485177317918801,127.984867275989,3600000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-0.0005638684105933887,-0.0400346571521306,-0.001409671026483472,-0.00028193420529669437,10905.10228719402,1.0149631390680998,1.9735394370768606,-0.7662971699964153
PT Lipe Metal Industry,Tsingshan Holding Group,0.483352214536535,127.990803625506,3600000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,22.630763233448373,0.1465248509773284,0.08397001075239205,0.006086416886750564,1089.908197281283,0.10144028144584274,0.19724499170024978,-0.8740770917916783
PT Lipe Metal Industry,Tsingshan Holding Group,0.483352214536535,127.990803625506,3600000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-0.0005635571191435708,-0.04001255545919352,-0.001408892797858927,-0.0002817785595717854,10899.08197281283,1.0144028144584274,1.9724499170024978,-0.7658741249161127
PT Mazinger Nickel Industry,PT Mazinger Nickel Industry,-2.0169409880138,121.420463318436,2789000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,0.22704664571296648,0.9749176474763069,3.814658339372317,3.0734651801299457,750.2035105871543,0.22496277996174194,0.4617657062372598,-0.025906240134541653
PT Mazinger Nickel Industry,PT Mazinger Nickel Industry,-2.0169409880138,121.420463318436,2789000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,0.1539219020790866,0.13308324456684104,-0.013497766797704515,-0.08880109735331919,7502.035105871542,2.249627799617419,4.617657062372598,-5.286862132027211
PT Infei Metal Industry,PT Infei Metal Industry,0.4823857761,127.9905995,1800000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,11.318230043934514,0.0732808678791487,0.041995574284589055,0.0030439745119030994,545.0912802342922,0.05073290853171833,0.09864732214500786,-0.4371485618483062
PT Infei Metal Industry,PT Infei Metal Industry,0.4823857761,127.9905995,1800000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-0.00028184949184287955,-0.02001131392084445,-0.000704623729607199,-0.00014092474592143978,5450.912802342922,0.5073290853171832,0.9864732214500785,-0.3830334594144733
PT Kao Rahai Smelters,PT Kao Rahai Smelters,0.47487682499693,127.959619795786,1800000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,11.392763791713575,0.07376344313184574,0.04227212702555775,0.003064019945476669,548.6808605697194,0.05106699909127782,0.09929694267748466,-0.44002730883651053
PT Kao Rahai Smelters,PT Kao Rahai Smelters,0.47487682499693,127.959619795786,1800000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-0.00028370555050709903,-0.020143094086004027,-0.0007092638762677475,-0.00014185277525354952,5486.808605697193,0.5106699909127782,0.9929694267748466,-0.38555584313914754
PT Maluku Utara Metal Industry,PT Maluku Utara Metal Industry,0.581864352141389,127.946949735709,1800000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,11.12009363818527,0.07199801643370199,0.041260401725467674,0.0029906868364768515,535.5489377786575,0.04984478060794753,0.09692040673767575,-0.4294958595718145
PT Maluku Utara Metal Industry,PT Maluku Utara Metal Industry,0.581864352141389,127.946949735709,1800000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-0.0002769154478219307,-0.01966099679535708,-0.0006922886195548268,-0.00013845772391096536,5355.4893777865755,0.49844780607947525,0.9692040673767575,-0.3763280935900038
PT Jiu Long Metal Industry,ANTAM,0.487616462055293,127.985763953548,1800000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,11.31371810927947,0.07325165496458058,0.041978833037394254,0.0030427610523748854,544.8739833399983,0.050712684206248096,0.09860799706770462,-0.43697429557717105
PT Jiu Long Metal Industry,ANTAM,0.487616462055293,127.985763953548,1800000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-0.00028173713447915606,-0.02000333654802008,-0.0007043428361978902,-0.00014086856723957803,5448.739833399983,0.5071268420624809,0.9860799706770462,-0.3828807657571731
PT Sungai Raya Nickel Alloy Indonesia,PT Sungai Raya Nickel Alloy Indonesia,-4.16161494641504,122.678787600165,6000000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,0.23561182644975473,0.1795655952157484,0.09172614820544724,0.0410435646207425,4036.828915509782,1.2048773704952815,1.7412421354254393,-30.628760098229083
PT Sungai Raya Nickel Alloy Indonesia,PT Sungai Raya Nickel Alloy Indonesia,-4.16161494641504,122.678787600165,6000000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,-0.015235868684972592,-0.01920030390402158,-0.006451923983942475,-0.05029391346519014,40368.28915509782,12.048773704952815,17.41242135425439,-9.126751746442
PT Guang Tsing Halmahera Nickel,PT Guang Tsing Halmahera Nickel,-2.629209261240042,122.32511978235469,10800000.0,0.0,0.0,0.0,0.0,0.0,60.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT Guang Tsing Halmahera Nickel,PT Guang Tsing Halmahera Nickel,-2.629209261240042,122.32511978235469,10800000.0,0.0,0.0,0.0,0.0,0.0,66.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT MBG Nikel Indonesia,PT MBG Nikel Indonesia,-2.629209261240042,122.32511978235469,1314800.0,0.0,0.0,0.0,0.0,0.0,60.0,1,0.03357628550867718,0.025589316900377527,0.013071599109283757,0.005848986720086291,575.2755379863963,0.17170320863889682,0.24813883054911542,-4.364806339864395
