Smelter,Regency,Year,Year_Scaled,Latitude,Longitude,Coal_MW,CO2_Mt,RE_share_pct,GHG_Intensity,Target_PDRB_Smelter
PT Blue Sparking Energy,Central Halmahera Regency,2020,0.0,0.484250049328921,127.986313601741,0.0,0.8978,0.0,13.4,0.07554929206665169
PT Blue Sparking Energy,Central Halmahera Regency,2024,0.26666666666666666,0.484250049328921,127.986313601741,0.0,0.8978,0.0,13.4,0.13303160589378515
PT Blue Sparking Energy,Central Halmahera Regency,2029,0.6,0.484250049328921,127.986313601741,0.0,0.8978,0.0,13.4,-0.0005563148938902624
PT Blue Sparking Energy,Central Halmahera Regency,2035,1.0,0.484250049328921,127.986313601741,0.0,0.8978,0.0,13.4,-0.00021749475361701261
Megah Surya Pertiwi,South Halmahera Regency,2020,0.0,-1.52952559965166,127.422421955604,120.0,0.756864,0.0,30.3,0.0636879414967134
Megah Surya Pertiwi,South Halmahera Regency,2024,0.26666666666666666,-1.52952559965166,127.422421955604,120.0,0.756864,0.0,30.3,0.1121496332974574
Megah Surya Pertiwi,South Halmahera Regency,2029,0.6,-1.52952559965166,127.422421955604,120.0,0.756864,0.0,30.3,-0.00046950642393284853
Megah Surya Pertiwi,South Halmahera Regency,2035,1.0,-1.52952559965166,127.422421955604,120.0,0.756864,0.0,30.3,-0.0001821591199747054
Antam HKBCL HPAL,East Halmahera Regency,2020,0.0,0.843094760616897,128.249473362336,0.0,0.737,0.0,13.4,0.06203503826016915
Antam HKBCL HPAL,East Halmahera Regency,2024,0.26666666666666666,0.843094760616897,128.249473362336,0.0,0.737,0.0,13.4,0.10922036082474228
Antam HKBCL HPAL,East Halmahera Regency,2029,0.6,0.843094760616897,128.249473362336,0.0,0.737,0.0,13.4,-0.0004748711340206185
Antam HKBCL HPAL,East Halmahera Regency,2035,1.0,0.843094760616897,128.249473362336,0.0,0.737,0.0,13.4,-0.00016189499890166214
ANTAM Feni Haltim RKEF,East Halmahera Regency,2020,0.0,0.83684,128.24266,80.0,0.504576,0.0,37.4,0.042471358840112765
ANTAM Feni Haltim RKEF,East Halmahera Regency,2024,0.26666666666666666,0.83684,128.24266,80.0,0.504576,0.0,37.4,0.0747760824742268
ANTAM Feni Haltim RKEF,East Halmahera Regency,2029,0.6,0.83684,128.24266,80.0,0.504576,0.0,37.4,-0.0003251134020618557
ANTAM Feni Haltim RKEF,East Halmahera Regency,2035,1.0,0.83684,128.24266,80.0,0.504576,0.0,37.4,-0.00011083898367137732
Teka Mining Resources,Central Halmahera Regency,2020,0.0,0.45996536934158,127.92242429557,0.0,0.065735,0.0,60.0,0.005531557934953608
Teka Mining Resources,Central Halmahera Regency,2024,0.26666666666666666,0.45996536934158,127.92242429557,0.0,0.065735,0.0,60.0,0.009740290280048972
Teka Mining Resources,Central Halmahera Regency,2029,0.6,0.45996536934158,127.92242429557,0.0,0.065735,0.0,60.0,-4.073218929591935e-05
Teka Mining Resources,Central Halmahera Regency,2035,1.0,0.45996536934158,127.92242429557,0.0,0.065735,0.0,60.0,-1.592450170306786e-05
Obsidian Stainless Steel,Konawe Regency,2020,0.0,-3.87107080589466,122.40347199787,1780.0,11.226816,0.0,68.0,2.5701913051356406
Obsidian Stainless Steel,Konawe Regency,2024,0.26666666666666666,-3.87107080589466,122.40347199787,1780.0,11.226816,0.0,68.0,4.52578194596969
Obsidian Stainless Steel,Konawe Regency,2029,0.6,-3.87107080589466,122.40347199787,1780.0,11.226816,0.0,68.0,-0.01887882934329014
Obsidian Stainless Steel,Konawe Regency,2035,1.0,-3.87107080589466,122.40347199787,1780.0,11.226816,0.0,68.0,-0.00735536969787728
Ceria Nugraha Indotama (RKEF) / Merah Putih smelter,Kolaka Regency,2020,0.0,-3.85415246173602,121.297981864151,0.0,3.7808,0.0,68.0,0.8656083035346984
Ceria Nugraha Indotama (RKEF) / Merah Putih smelter,Kolaka Regency,2024,0.26666666666666666,-3.85415246173602,121.297981864151,0.0,3.7808,0.0,68.0,1.5241631162343252
Ceria Nugraha Indotama (RKEF) / Merah Putih smelter,Kolaka Regency,2029,0.6,-3.85415246173602,121.297981864151,0.0,3.7808,0.0,68.0,-0.006364983164983165
Ceria Nugraha Indotama (RKEF) / Merah Putih smelter,Kolaka Regency,2035,1.0,-3.85415246173602,121.297981864151,0.0,3.7808,0.0,68.0,-0.0024798692780373293
Virtue Dragon Nickel Industry (VDNI),Konawe Regency,2020,0.0,-3.9072272057542,122.417022046513,530.0,3.342816,0.0,68.0,0.7652816807426347
Virtue Dragon Nickel Industry (VDNI),Konawe Regency,2024,0.26666666666666666,-3.9072272057542,122.417022046513,530.0,3.342816,0.0,68.0,1.3475642872831102
Virtue Dragon Nickel Industry (VDNI),Konawe Regency,2029,0.6,-3.9072272057542,122.417022046513,530.0,3.342816,0.0,68.0,-0.005621224467384143
Virtue Dragon Nickel Industry (VDNI),Konawe Regency,2035,1.0,-3.9072272057542,122.417022046513,530.0,3.342816,0.0,68.0,-0.002190081988693797
Kolaka Nickel Indonesia,Kolaka Regency,2020,0.0,-4.23163100235464,121.584765653255,0.0,1.608,0.0,13.4,0.36814910920540495
Kolaka Nickel Indonesia,Kolaka Regency,2024,0.26666666666666666,-4.23163100235464,121.584765653255,0.0,1.608,0.0,13.4,0.648236958026025
Kolaka Nickel Indonesia,Kolaka Regency,2029,0.6,-4.23163100235464,121.584765653255,0.0,1.608,0.0,13.4,-0.002707070707070707
Kolaka Nickel Indonesia,Kolaka Regency,2035,1.0,-4.23163100235464,121.584765653255,0.0,1.608,0.0,13.4,-0.00105470530022324
Ceria Nugraha Indotama (HPAL),Kolaka Regency,2020,0.0,-3.86572286265205,121.309797637587,0.0,1.48606,0.0,13.4,0.3402311350906617
Ceria Nugraha Indotama (HPAL),Kolaka Regency,2024,0.26666666666666666,-3.86572286265205,121.309797637587,0.0,1.48606,0.0,13.4,0.5990789887090513
Ceria Nugraha Indotama (HPAL),Kolaka Regency,2029,0.6,-3.86572286265205,121.309797637587,0.0,1.48606,0.0,13.4,-0.0025017845117845114
Ceria Nugraha Indotama (HPAL),Kolaka Regency,2035,1.0,-3.86572286265205,121.309797637587,0.0,1.48606,0.0,13.4,-0.0009747234816229775
Anugrah Tambang Sejahtera,Morowali Regency,2020,0.0,-3.01680813805646,122.233574871863,0.0,0.9792,0.0,68.0,0.2241721261496034
Anugrah Tambang Sejahtera,Morowali Regency,2024,0.26666666666666666,-3.01680813805646,122.233574871863,0.0,0.9792,0.0,68.0,0.39474147615144056
Anugrah Tambang Sejahtera,Morowali Regency,2029,0.6,-3.01680813805646,122.233574871863,0.0,0.9792,0.0,68.0,-0.0016499863375535114
Anugrah Tambang Sejahtera,Morowali Regency,2035,1.0,-3.01680813805646,122.233574871863,0.0,0.9792,0.0,68.0,-0.0006418871674088249
ANTAM Pomalaa RKEF,Kolaka Regency,2020,0.0,-4.18597128870594,121.611100571282,60.0,0.847968,0.0,31.4,0.19414096009619952
ANTAM Pomalaa RKEF,Kolaka Regency,2024,0.26666666666666666,-4.18597128870594,121.611100571282,60.0,0.847968,0.0,31.4,0.3418434059847092
ANTAM Pomalaa RKEF,Kolaka Regency,2029,0.6,-4.18597128870594,121.611100571282,60.0,0.847968,0.0,31.4,-0.0014275555555555556
ANTAM Pomalaa RKEF,Kolaka Regency,2035,1.0,-4.18597128870594,121.611100571282,60.0,0.847968,0.0,31.4,-0.000556191756231157
Surya Saga Utama,Bombana Regency,2020,0.0,-5.12133354679023,121.883441022571,30.0,0.23617,0.0,60.0,0.05412734840698869
Surya Saga Utama,Bombana Regency,2024,0.26666666666666666,-5.12133354679023,121.883441022571,30.0,0.23617,0.0,60.0,0.09516718749999999
Surya Saga Utama,Bombana Regency,2029,0.6,-5.12133354679023,121.883441022571,30.0,0.23617,0.0,60.0,-0.0003884375
Surya Saga Utama,Bombana Regency,2035,1.0,-5.12133354679023,121.883441022571,30.0,0.23617,0.0,60.0,-0.00017657570093457942
Asia Mining Minerals,Kolaka Regency,2020,0.0,-4.28249428949051,121.579914856684,24.0,0.158416,0.0,68.0,0.036269097813360344
Asia Mining Minerals,Kolaka Regency,2024,0.26666666666666666,-4.28249428949051,121.579914856684,24.0,0.158416,0.0,68.0,0.06386262807378779
Asia Mining Minerals,Kolaka Regency,2029,0.6,-4.28249428949051,121.579914856684,24.0,0.158416,0.0,68.0,-0.0002666936026936027
Asia Mining Minerals,Kolaka Regency,2035,1.0,-4.28249428949051,121.579914856684,24.0,0.158416,0.0,68.0,-0.00010390683758716715
Bintang Smelter Indonesia,South Konawe Regency,2020,0.0,-4.40051665026324,122.198670979539,0.0,0.031431,0.0,70.0,0.00719724347826087
Bintang Smelter Indonesia,South Konawe Regency,2024,0.26666666666666666,-4.40051665026324,122.198670979539,0.0,0.031431,0.0,70.0,0.012679275115919632
Bintang Smelter Indonesia,South Konawe Regency,2029,0.6,-4.40051665026324,122.198670979539,0.0,0.031431,0.0,70.0,-3.642062572421784e-05
Bintang Smelter Indonesia,South Konawe Regency,2035,1.0,-4.40051665026324,122.198670979539,0.0,0.031431,0.0,70.0,-3.312012644889357e-05
Kinlin Nickel Industri,South Konawe Regency,2020,0.0,-4.45663313945751,122.352577613714,2.0,0.022005,0.0,60.0,0.0050388260869565216
Kinlin Nickel Industri,South Konawe Regency,2024,0.26666666666666666,-4.45663313945751,122.352577613714,2.0,0.022005,0.0,60.0,0.008876823802163834
Kinlin Nickel Industri,South Konawe Regency,2029,0.6,-4.45663313945751,122.352577613714,2.0,0.022005,0.0,60.0,-2.5498261877172652e-05
Kinlin Nickel Industri,South Konawe Regency,2035,1.0,-4.45663313945751,122.352577613714,2.0,0.022005,0.0,60.0,-2.318756585879874e-05
Mapan Asri Sejahtera,Kolaka Regency,2020,0.0,-4.27126551488023,121.565690265067,3.0,0.018922,0.0,70.0,0.004332162589791463
Mapan Asri Sejahtera,Kolaka Regency,2024,0.26666666666666666,-4.27126551488023,121.565690265067,3.0,0.018922,0.0,70.0,0.007628071965030126
Mapan Asri Sejahtera,Kolaka Regency,2029,0.6,-4.27126551488023,121.565690265067,3.0,0.018922,0.0,70.0,-3.185521885521885e-05
Mapan Asri Sejahtera,Kolaka Regency,2035,1.0,-4.27126551488023,121.565690265067,3.0,0.018922,0.0,70.0,-1.2411152792801086e-05
Integra Mining Nusantara,South Konawe Regency,2020,0.0,-4.43789965420115,122.485019596937,0.0,0.018781,0.0,60.0,0.004300576811594203
Integra Mining Nusantara,South Konawe Regency,2024,0.26666666666666666,-4.43789965420115,122.485019596937,0.0,0.018781,0.0,60.0,0.007576261205564144
Integra Mining Nusantara,South Konawe Regency,2029,0.6,-4.43789965420115,122.485019596937,0.0,0.018781,0.0,60.0,-2.1762456546929316e-05
Integra Mining Nusantara,South Konawe Regency,2035,1.0,-4.43789965420115,122.485019596937,0.0,0.018781,0.0,60.0,-1.9790305584826132e-05
Sambas Minerals Mining,South Konawe Regency,2020,0.0,-4.45935420048957,122.359915890572,0.0,0.014086,0.0,68.0,0.003225489855072464
Sambas Minerals Mining,South Konawe Regency,2024,0.26666666666666666,-4.45935420048957,122.359915890572,0.0,0.014086,0.0,68.0,0.005682296754250387
Sambas Minerals Mining,South Konawe Regency,2029,0.6,-4.45935420048957,122.359915890572,0.0,0.014086,0.0,68.0,-1.632213209733488e-05
Sambas Minerals Mining,South Konawe Regency,2035,1.0,-4.45935420048957,122.359915890572,0.0,0.014086,0.0,68.0,-1.4842992623814543e-05
Mahkota Konaweeha,Kendari City,2020,0.0,-4.00619632489727,122.636653236766,0.0,0.014086,0.0,60.0,0.0032699642857142858
Mahkota Konaweeha,Kendari City,2024,0.26666666666666666,-4.00619632489727,122.636653236766,0.0,0.014086,0.0,60.0,0.005714132075471699
Mahkota Konaweeha,Kendari City,2029,0.6,-4.00619632489727,122.636653236766,0.0,0.014086,0.0,60.0,-0.0
Mahkota Konaweeha,Kendari City,2035,1.0,-4.00619632489727,122.636653236766,0.0,0.014086,0.0,60.0,-0.0
Artha Mining Industry,Bombana Regency,2020,0.0,-4.89399835956639,121.987146995586,0.0,0.007043,0.0,0.3,0.0016141716341212743
Artha Mining Industry,Bombana Regency,2024,0.26666666666666666,-4.89399835956639,121.987146995586,0.0,0.007043,0.0,0.3,0.002838050986842105
Artha Mining Industry,Bombana Regency,2029,0.6,-4.89399835956639,121.987146995586,0.0,0.007043,0.0,0.3,-1.1583881578947369e-05
Artha Mining Industry,Bombana Regency,2035,1.0,-4.89399835956639,121.987146995586,0.0,0.007043,0.0,0.3,-5.265794392523364e-06
Adhikara Cipta Mulia,North Konawe Regency,2020,0.0,-3.52320167397664,122.164807122561,0.0,0.005165,0.0,0.2,0.001229761904761905
Adhikara Cipta Mulia,North Konawe Regency,2024,0.26666666666666666,-3.52320167397664,122.164807122561,0.0,0.005165,0.0,0.2,0.0021189743589743594
Adhikara Cipta Mulia,North Konawe Regency,2029,0.6,-3.52320167397664,122.164807122561,0.0,0.005165,0.0,0.2,-0.0
Adhikara Cipta Mulia,North Konawe Regency,2035,1.0,-3.52320167397664,122.164807122561,0.0,0.005165,0.0,0.2,-0.0
